Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ARDMORE II,"6,960,000","2,023.63","3,439",Jan-24,ARDMORE PARK,Resale,Strata,188,"37,021",-,Condominium,1,Freehold,10,Core Central Region,26 to 30
SPOTTISWOODE PARK,"1,150,000","1,334.74",862,Jan-24,SPOTTISWOODE PARK ROAD,Resale,Strata,124,"9,274",-,Apartment,1,85 yrs lease commencing from 1990,02,Rest of Central Region,01 to 05
SEAHILL,"775,000",527.44,"1,469",Jan-24,WEST COAST CRESCENT,Resale,Strata,49,"15,816",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,16 to 20
LEEDON RESIDENCE,"2,780,000","1,044.11","2,663",Jan-24,LEEDON HEIGHTS,Resale,Strata,97,"28,660",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
JERVOIS REGENCY,"2,368,000","1,216.33","1,947",Jan-24,JERVOIS ROAD,Resale,Strata,113,"20,956",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
PARC CENTENNIAL,"2,160,000","1,162.51","1,858",Jan-24,KAMPONG JAVA ROAD,Resale,Strata,108,"20,000",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
THE PEAK @ CAIRNHILL II,"2,138,000",904.18,"2,365",Jan-24,CAIRNHILL CIRCLE,Resale,Strata,84,"25,452",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
HORIZON TOWERS,"3,280,000","2,378.84","1,379",Jan-24,LEONIE HILL,Resale,Strata,221,"14,842",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,11 to 15
D'LEEDON,"3,650,000","1,829.88","1,995",Jan-24,LEEDON HEIGHTS,Resale,Strata,170,"21,471",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,21 to 25
EUHABITAT,"740,000",538.2,"1,375",Jan-24,JALAN EUNOS,Resale,Strata,50,"14,800",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
FABER CREST,"1,528,800","1,270.15","1,204",Jan-24,FABER HEIGHTS,Resale,Strata,118,"12,956",-,Condominium,1,99 yrs lease commencing from 1996,05,Outside Central Region,01 to 05
LE REGAL,"783,000",785.77,996,Jan-24,GEYLANG ROAD,Resale,Strata,73,"10,726",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
WHISTLER GRAND,"1,420,000",764.24,"1,858",Jan-24,WEST COAST VALE,Resale,Strata,71,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
HORIZON TOWERS,"3,200,000","2,314.26","1,383",Jan-24,LEONIE HILL,Resale,Strata,215,"14,884",-,Condominium,1,99 yrs lease commencing from 1979,09,Core Central Region,06 to 10
GALLERY FIFTEEN,"2,001,000","1,453.14","1,377",Jan-24,JALAN DUSUN,Resale,Strata,135,"14,822",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
GRANGE RESIDENCES,"8,500,000","2,583.36","3,290",Jan-24,GRANGE ROAD,Resale,Strata,240,"35,417",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
LOFT @ NATHAN,"1,400,000","1,022.58","1,369",Jan-24,NATHAN ROAD,Resale,Strata,95,"14,737",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
SPOTTISWOODE 18,"943,000",387.5,"2,434",Jan-24,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"26,194",-,Apartment,1,Freehold,02,Rest of Central Region,26 to 30
ESPADA,"1,610,000",688.9,"2,337",Jan-24,ST. THOMAS WALK,Resale,Strata,64,"25,156",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
ONE DRAYCOTT,"2,600,000",796.54,"3,264",Jan-24,DRAYCOTT PARK,Resale,Strata,74,"35,135",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
HERITAGE VIEW,"1,860,000","1,162.51","1,600",Jan-24,DOVER RISE,Resale,Strata,108,"17,222",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,11 to 15
TERESA VILLE,"3,100,000","1,959.05","1,582",Jan-24,LOWER DELTA ROAD,Resale,Strata,182,"17,033",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
THE CLEMENT CANOPY,"2,000,000","1,108.69","1,804",Jan-24,CLEMENTI AVENUE 1,Resale,Strata,103,"19,417",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,06 to 10
NEWEST,"2,480,000","2,400.37","1,033",Jan-24,WEST COAST DRIVE,Resale,Strata,223,"11,121",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"2,200,000","1,280.92","1,718",Jan-24,KEPPEL BAY DRIVE,Resale,Strata,119,"18,487",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
THE WATERINA,"1,200,000",710.42,"1,689",Jan-24,LORONG 40 GEYLANG,Resale,Strata,66,"18,182",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
KENTISH GREEN,"1,680,000","1,259.39","1,334",Jan-24,OXFORD ROAD,Resale,Strata,117,"14,359",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
THE INTERLACE,"2,750,000","1,754.53","1,567",Jan-24,DEPOT ROAD,Resale,Strata,163,"16,871",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
THE TESSARINA,"3,000,000","1,323.97","2,266",Jan-24,WILBY ROAD,Resale,Strata,123,"24,390",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE ARTE,"2,480,000","1,399.32","1,772",Jan-24,JALAN RAJA UDANG,Resale,Strata,130,"19,077",-,Condominium,1,Freehold,12,Rest of Central Region,11 to 15
VACANZA @ EAST,"1,288,888",807.3,"1,597",Jan-24,LENGKONG TUJOH,Resale,Strata,75,"17,185",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
TERESA VILLE,"2,300,000","1,356.26","1,696",Jan-24,LOWER DELTA ROAD,Resale,Strata,126,"18,254",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
LA MAISON,"2,400,000","1,270.15","1,890",Jan-24,MOULMEIN RISE,Resale,Strata,118,"20,339",-,Apartment,1,Freehold,11,Core Central Region,11 to 15
ORCHARD SCOTTS,"2,050,000","1,044.11","1,963",Jan-24,ANTHONY ROAD,Resale,Strata,97,"21,134",-,Condominium,1,99 yrs lease commencing from 2001,09,Core Central Region,01 to 05
CLAREMONT,"3,000,000","1,453.14","2,064",Jan-24,KILLINEY ROAD,Resale,Strata,135,"22,222",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
INTERNATIONAL PLAZA,"1,800,000","1,603.84","1,122",Jan-24,ANSON ROAD,Resale,Strata,149,"12,081",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,41 to 45
8 @ MOUNT SOPHIA,"2,850,000","2,174.33","1,311",Jan-24,MOUNT SOPHIA,Resale,Strata,202,"14,109",-,Condominium,1,103 yrs lease commencing from 2002,09,Core Central Region,06 to 10
120 GRANGE,"1,760,000",570.49,"3,085",Jan-24,GRANGE ROAD,Resale,Strata,53,"33,208",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
EDENZ SUITES,"685,000",473.62,"1,446",Jan-24,LORONG 28 GEYLANG,Resale,Strata,44,"15,568",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
CAPE ROYALE,"5,661,000","2,508.01","2,257",Jan-24,COVE WAY,Resale,Strata,233,"24,296",-,Condominium,1,99 yrs lease commencing from 2008,04,Core Central Region,11 to 15
CLEMENTIWOODS CONDOMINIUM,"950,000",645.84,"1,471",Jan-24,WEST COAST ROAD,Resale,Strata,60,"15,833",-,Condominium,1,99 yrs lease commencing from 2006,05,Outside Central Region,01 to 05
CORALS AT KEPPEL BAY,"2,570,000","1,377.79","1,865",Jan-24,KEPPEL BAY DRIVE,Resale,Strata,128,"20,078",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
D'LEEDON,"3,380,000","1,722.24","1,963",Jan-24,LEEDON HEIGHTS,Resale,Strata,160,"21,125",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
RV SUITES,"1,080,000",516.67,"2,090",Jan-24,RIVER VALLEY ROAD,Resale,Strata,48,"22,500",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
NOVENA LODGE,"1,685,000",785.77,"2,144",Jan-24,JALAN MERLIMAU,Resale,Strata,73,"23,082",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
EURO-ASIA PARK,"2,638,000","1,453.14","1,815",Jan-24,WOODLEIGH CLOSE,Resale,Strata,135,"19,541",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
ST MICHAEL REGENCY,"1,825,000","1,237.86","1,474",Jan-24,ST. MICHAEL'S ROAD,Resale,Strata,115,"15,870",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SIMS EDGE,"750,000",409.03,"1,834",Jan-24,GEYLANG EAST AVENUE 2,Resale,Strata,38,"19,737",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
SUITES @ SHREWSBURY,"846,888",570.49,"1,484",Jan-24,SHREWSBURY ROAD,Resale,Strata,53,"15,979",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE OCEANFRONT @ SENTOSA COVE,"2,580,000","1,711.48","1,507",Jan-24,OCEAN DRIVE,Resale,Strata,159,"16,226",-,Condominium,1,99 yrs lease commencing from 2005,04,Core Central Region,01 to 05
ONE SHENTON,"4,060,000","2,217.38","1,831",Jan-24,SHENTON WAY,Resale,Strata,206,"19,709",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,46 to 50
MURANO,"1,300,000",861.12,"1,510",Jan-24,PASIR PANJANG ROAD,Resale,Strata,80,"16,250",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
REGENT RESIDENCES,"780,000",409.03,"1,907",Jan-24,SERANGOON ROAD,Resale,Strata,38,"20,526",-,Apartment,1,Freehold,12,Rest of Central Region,16 to 20
SKYSUITES@ANSON,"1,460,000",699.66,"2,087",Jan-24,ENGGOR STREET,Resale,Strata,65,"22,462",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,16 to 20
EUHABITAT,"750,000",548.96,"1,366",Jan-24,JALAN EUNOS,Resale,Strata,51,"14,706",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
KALLANG RIVERSIDE,"2,400,000",958,"2,505",Jan-24,KAMPONG BUGIS,Resale,Strata,89,"26,966",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
PENANG SERVICE APARTMENTS,"1,298,888","1,151.75","1,128",Jan-24,LORONG 34 GEYLANG,Resale,Strata,107,"12,139",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
WATERBANK AT DAKOTA,"2,500,000","1,431.61","1,746",Jan-24,DAKOTA CRESCENT,Resale,Strata,133,"18,797",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,01 to 05
# 1 SUITES,"818,000",667.37,"1,226",Jan-24,LORONG 20 GEYLANG,Resale,Strata,62,"13,194",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
HOLLAND RESIDENCES,"3,180,000","1,388.56","2,290",Jan-24,TAMAN WARNA,Resale,Strata,129,"24,651",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
RESIDENCES @ EVELYN,"3,758,000","1,539.25","2,441",Jan-24,EVELYN ROAD,Resale,Strata,143,"26,280",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
COMMONWEALTH TOWERS,"980,000",462.85,"2,117",Jan-24,COMMONWEALTH AVENUE,Resale,Strata,43,"22,791",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,485,000",656.6,"2,262",Jan-24,STIRLING ROAD,Resale,Strata,61,"24,344",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
MARTIN MODERN,"2,250,000",871.88,"2,581",Jan-24,MARTIN PLACE,Resale,Strata,81,"27,778",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,01 to 05
ONE SHENTON,"1,148,000",581.26,"1,975",Jan-24,SHENTON WAY,Resale,Strata,54,"21,259",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,16 to 20
PARC IMPERIAL,"745,000",398.27,"1,871",Jan-24,PASIR PANJANG ROAD,Resale,Strata,37,"20,135",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE PATERSON EDGE,"2,375,108",990.29,"2,398",Jan-24,PATERSON ROAD,Resale,Strata,92,"25,816",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
VILLA DELLE ROSE,"5,400,000","3,261.49","1,656",Jan-24,TAMAN NAKHODA,Resale,Strata,303,"17,822",-,Condominium,1,Freehold,10,Core Central Region,-
E MAISON,"2,550,000","1,636.13","1,559",Jan-24,BRADDELL ROAD,Resale,Strata,152,"16,776",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
GILSTEAD COURT,"2,650,000","1,388.56","1,908",Jan-24,GILSTEAD ROAD,Resale,Strata,129,"20,543",-,Condominium,1,Freehold,11,Core Central Region,-
WHISTLER GRAND,"935,000",505.91,"1,848",Jan-24,WEST COAST VALE,Resale,Strata,47,"19,894",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,21 to 25
THE SAIL @ MARINA BAY,"1,330,000",678.13,"1,961",Jan-24,MARINA BOULEVARD,Resale,Strata,63,"21,111",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,51 to 55
ICON,"1,500,000",871.88,"1,720",Jan-24,GOPENG STREET,Resale,Strata,81,"18,519",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,26 to 30
NOVA 88,"993,888",602.78,"1,649",Jan-24,BHAMO ROAD,Resale,Strata,56,"17,748",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE LADYHILL,"8,700,000","3,810.46","2,283",Jan-24,LADY HILL ROAD,Resale,Strata,354,"24,576",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
THE FORESTA @ MOUNT FABER,"890,000",430.56,"2,067",Jan-24,WISHART ROAD,Resale,Strata,40,"22,250",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
BALESTIER REGENCY,"2,118,888","1,474.67","1,437",Jan-24,JALAN AMPAS,Resale,Strata,137,"15,466",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
CARABELLE,"2,228,000","1,302.44","1,711",Jan-24,WEST COAST WAY,Resale,Strata,121,"18,413",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
76 SHENTON,"1,190,000",592.02,"2,010",Jan-24,SHENTON WAY,Resale,Strata,55,"21,636",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,21 to 25
SCOTTS 28,"2,368,000","1,097.93","2,157",Jan-24,SCOTTS ROAD,Resale,Strata,102,"23,216",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
SENNETT RESIDENCE,"1,550,000",861.12,"1,800",Jan-24,PHENG GECK AVENUE,Resale,Strata,80,"19,375",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,11 to 15
CUBE 8,"1,038,000",559.73,"1,854",Jan-24,THOMSON ROAD,Resale,Strata,52,"19,962",-,Condominium,1,Freehold,11,Core Central Region,21 to 25
KERRISDALE,"3,200,000","2,421.9","1,321",Jan-24,STURDEE ROAD,Resale,Strata,225,"14,222",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,26 to 30
CENTRA SUITES,"715,000",452.09,"1,582",Jan-24,LORONG 25A GEYLANG,Resale,Strata,42,"17,024",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
ST MARTIN'S APARTMENT,"2,328,000","1,108.69","2,100",Jan-24,ST. MARTIN'S DRIVE,Resale,Strata,103,"22,602",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
STIRLING RESIDENCES,"1,450,000",624.31,"2,323",Jan-24,STIRLING ROAD,Resale,Strata,58,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE METROPOLITAN CONDOMINIUM,"2,638,888","1,367.03","1,930",Jan-24,ALEXANDRA VIEW,Resale,Strata,127,"20,779",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
CAIRNHILL RESIDENCES,"2,980,000","1,162.51","2,563",Jan-24,CAIRNHILL CIRCLE,Resale,Strata,108,"27,593",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
THE CLEMENT CANOPY,"1,160,000",635.08,"1,827",Jan-24,CLEMENTI AVENUE 1,Resale,Strata,59,"19,661",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,21 to 25
NATHAN SUITES,"2,380,000",914.94,"2,601",Jan-24,NATHAN ROAD,Resale,Strata,85,"28,000",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
STIRLING RESIDENCES,"2,560,000","1,054.87","2,427",Jan-24,STIRLING ROAD,Resale,Strata,98,"26,122",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
BARTLEY RIDGE,"1,880,000",968.76,"1,941",Jan-24,MOUNT VERNON ROAD,Resale,Strata,90,"20,889",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE ROCHESTER RESIDENCES,"1,638,000","1,280.92","1,279",Jan-24,ROCHESTER DRIVE,Resale,Strata,119,"13,765",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
CAVENAGH GARDENS,"2,300,000","1,550.02","1,484",Jan-24,CAVENAGH ROAD,Resale,Strata,144,"15,972",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE CREST,"1,650,000",839.59,"1,965",Jan-24,PRINCE CHARLES CRESCENT,Resale,Strata,78,"21,154",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
ATTITUDE AT KIM YAM,"775,000",355.21,"2,182",Jan-24,KIM YAM ROAD,Resale,Strata,33,"23,485",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
AMANINDA,"1,200,000",678.13,"1,770",Jan-24,THOMSON ROAD,Resale,Strata,63,"19,048",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
VACANZA @ EAST,"1,150,000",882.65,"1,303",Jan-24,LENGKONG TUJOH,Resale,Strata,82,"14,024",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
BALMORAL HILLS,"3,260,000","1,388.56","2,348",Jan-24,BALMORAL PARK,Resale,Strata,129,"25,271",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
D'LEEDON,"1,270,000",635.08,"2,000",Jan-24,LEEDON HEIGHTS,Resale,Strata,59,"21,525",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
WHISTLER GRAND,"2,218,000","1,280.92","1,732",Jan-24,WEST COAST VALE,Resale,Strata,119,"18,639",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"2,250,000","1,528.49","1,472",Jan-24,WEST COAST ROAD,Resale,Strata,142,"15,845",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
ROBIN RESIDENCES,"3,880,000","1,539.25","2,521",Jan-24,ROBIN DRIVE,Resale,Strata,143,"27,133",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
PARC ESTA,"2,138,000",958,"2,232",Jan-24,SIMS AVENUE,Resale,Strata,89,"24,022",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,16 to 20
TURQUOISE,"3,000,000","2,163.56","1,387",Jan-24,COVE DRIVE,Resale,Strata,201,"14,925",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
HERITAGE VIEW,"1,950,000","1,313.21","1,485",Jan-24,DOVER RISE,Resale,Strata,122,"15,984",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
NEWEST,"2,800,000","2,518.78","1,112",Jan-24,WEST COAST DRIVE,Resale,Strata,234,"11,966",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE ARC AT DRAYCOTT,"3,500,000","1,270.15","2,756",Jan-24,DRAYCOTT DRIVE,Resale,Strata,118,"29,661",-,Apartment,1,Freehold,10,Core Central Region,21 to 25
THE WATERINA,"2,500,000","1,313.21","1,904",Jan-24,LORONG 40 GEYLANG,Resale,Strata,122,"20,492",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
MILLAGE,"820,000",548.96,"1,494",Jan-24,CHANGI ROAD,Resale,Strata,51,"16,078",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
CITYLIGHTS,"1,600,000",925.7,"1,728",Jan-24,JELLICOE ROAD,Resale,Strata,86,"18,605",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"1,835,000",796.54,"2,304",Jan-24,PRINCE CHARLES CRESCENT,Resale,Strata,74,"24,797",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"975,000",462.85,"2,107",Jan-24,COMMONWEALTH AVENUE,Resale,Strata,43,"22,674",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
ONE DRAYCOTT,"2,300,000",731.95,"3,142",Jan-24,DRAYCOTT PARK,Resale,Strata,68,"33,824",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
76 SHENTON,"1,200,000",592.02,"2,027",Jan-24,SHENTON WAY,Resale,Strata,55,"21,818",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,26 to 30
REFLECTIONS AT KEPPEL BAY,"1,600,000",882.65,"1,813",Jan-24,KEPPEL BAY VIEW,Resale,Strata,82,"19,512",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
SOMMERVILLE PARK,"5,405,500","2,680.24","2,017",Jan-24,FARRER DRIVE,Resale,Strata,249,"21,709",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SANT RITZ,"883,000",527.44,"1,674",Jan-24,PHENG GECK AVENUE,Resale,Strata,49,"18,020",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
NEWTON EDGE,"1,868,000",914.94,"2,042",Jan-24,MAKEWAY AVENUE,Resale,Strata,85,"21,976",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
SIMS URBAN OASIS,"785,000",409.03,"1,919",Jan-24,SIMS DRIVE,Resale,Strata,38,"20,658",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,06 to 10
THE SAIL @ MARINA BAY,"1,650,000",882.65,"1,869",Jan-24,MARINA BOULEVARD,Resale,Strata,82,"20,122",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,26 to 30
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",Jan-24,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
BLUE HORIZON,"1,348,000",968.76,"1,391",Jan-24,WEST COAST CRESCENT,Resale,Strata,90,"14,978",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,16 to 20
VARSITY PARK CONDOMINIUM,"2,295,888","1,571.54","1,461",Jan-24,WEST COAST ROAD,Resale,Strata,146,"15,725",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
THE WATERINA,"2,550,000","1,345.5","1,895",Jan-24,LORONG 40 GEYLANG,Resale,Strata,125,"20,400",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
SEAHILL,"840,000",505.91,"1,660",Jan-24,WEST COAST CRESCENT,Resale,Strata,47,"17,872",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
THE CLEMENT CANOPY,"2,550,000","1,345.5","1,895",Jan-24,CLEMENTI AVENUE 1,Resale,Strata,125,"20,400",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,16 to 20
HELIOS RESIDENCES,"4,600,000","1,915.99","2,401",Jan-24,CAIRNHILL CIRCLE,Resale,Strata,178,"25,843",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
RV RESIDENCES,"985,000",452.09,"2,179",Jan-24,RIVER VALLEY ROAD,Resale,Strata,42,"23,452",-,Condominium,1,999 yrs lease commencing from 1877,10,Core Central Region,01 to 05
STARLIGHT SUITES,"1,890,000",850.36,"2,223",Jan-24,RIVER VALLEY CLOSE,Resale,Strata,79,"23,924",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
RESIDENTIAL APARTMENTS,"1,920,000","1,474.67","1,302",Jan-24,BRISTOL ROAD,Resale,Strata,137,"14,015",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
TWIN VEW,"2,730,000","1,517.72","1,799",Jan-24,WEST COAST VALE,Resale,Strata,141,"19,362",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
ADRIA,"1,230,000",538.2,"2,285",Jan-24,DERBYSHIRE ROAD,Resale,Strata,50,"24,600",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
VETRO,"658,000",473.62,"1,389",Jan-24,MAR THOMA ROAD,Resale,Strata,44,"14,955",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,06 to 10
THE ARCADIA,"4,600,000","3,735.11","1,232",Jan-24,ARCADIA ROAD,Resale,Strata,347,"13,256",-,Condominium,1,99 yrs lease commencing from 1979,11,Core Central Region,06 to 10
EIGHT RIVERSUITES,"1,668,000",936.47,"1,781",Jan-24,WHAMPOA EAST,Resale,Strata,87,"19,172",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,16 to 20
CHATELET,"2,000,000",958,"2,088",Jan-24,MARGOLIOUTH ROAD,Resale,Strata,89,"22,472",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
RV POINT,"945,000",484.38,"1,951",Jan-24,RIVER VALLEY ROAD,Resale,Strata,45,"21,000",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
NOVA 88,"1,300,000",914.94,"1,421",Jan-24,BHAMO ROAD,Resale,Strata,85,"15,294",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
OLEANDER TOWERS,"1,650,000","1,151.75","1,433",Jan-24,LORONG 1 TOA PAYOH,Resale,Strata,107,"15,421",-,Apartment,1,99 yrs lease commencing from 1995,12,Rest of Central Region,01 to 05
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,"16,500,000","3,056.98","5,397",Jan-24,CAIRNHILL ROAD,Resale,Strata,284,"58,099",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,"16,500,000","3,056.98","5,397",Jan-24,CAIRNHILL ROAD,Resale,Strata,284,"58,099",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
CORALS AT KEPPEL BAY,"1,200,000",581.26,"2,064",Jan-24,KEPPEL BAY DRIVE,Resale,Strata,54,"22,222",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
ONE LEICESTER,"2,088,000","1,205.57","1,732",Jan-24,LEICESTER ROAD,Resale,Strata,112,"18,643",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
ONE SHENTON,"1,700,000",904.18,"1,880",Jan-24,SHENTON WAY,Resale,Strata,84,"20,238",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,36 to 40
