Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ROSEWOOD,"870,000","1,173.28",742,Apr-21,ROSEWOOD DRIVE,Resale,Strata,109,"7,982",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
ROSEWOOD,"1,238,000","1,883.7",657,Apr-21,ROSEWOOD DRIVE,Resale,Strata,175,"7,074",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,16 to 20
WATERFRONT KEY,"1,438,000","1,259.39","1,142",Apr-21,BEDOK RESERVOIR ROAD,Resale,Strata,117,"12,291",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
FLAMINGO VALLEY,"1,230,000",818.06,"1,504",Apr-21,SIGLAP ROAD,Resale,Strata,76,"16,184",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,028,000",871.88,"1,179",Apr-21,FERNVALE CLOSE,Resale,Strata,81,"12,691",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
AZALEA PARK CONDOMINIUM,"1,300,000","1,679.18",774,Apr-21,FLORA ROAD,Resale,Strata,156,"8,333",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,01 to 05
THE MINTON,"1,100,000",979.52,"1,123",Apr-21,HOUGANG STREET 11,Resale,Strata,91,"12,088",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
BISHAN POINT,"1,120,000",936.47,"1,196",Apr-21,BRIGHT HILL DRIVE,Resale,Strata,87,"12,874",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
PARC OASIS,"1,160,000","1,227.1",945,Apr-21,JURONG EAST AVENUE 1,Resale,Strata,114,"10,175",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,11 to 15
THE MAYFAIR,"1,165,000","1,194.8",975,Apr-21,JURONG EAST STREET 32,Resale,Strata,111,"10,495",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,16 to 20
THE SENSORIA,"1,210,000","1,184.04","1,022",Apr-21,JALAN ULU SEMBAWANG,Resale,Strata,110,"11,000",-,Condominium,1,Freehold,27,Outside Central Region,01 to 05
FLO RESIDENCE,"1,285,000","1,345.5",955,Apr-21,PUNGGOL FIELD WALK,Resale,Strata,125,"10,280",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
TANJONG RIA CONDOMINIUM,"1,580,000","1,280.92","1,233",Apr-21,TANJONG RHU ROAD,Resale,Strata,119,"13,277",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,06 to 10
IVORY HEIGHTS,"1,590,000","1,894.46",839,Apr-21,JURONG EAST STREET 13,Resale,Strata,176,"9,034",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,01 to 05
ESPA,"1,400,000","1,033.34","1,355",Apr-21,CASHEW ROAD,Resale,Strata,96,"14,583",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"775,000",495.14,"1,565",Apr-21,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"16,848",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
BOTANIQUE AT BARTLEY,"1,700,000","1,033.34","1,645",Apr-21,UPPER PAYA LEBAR ROAD,Resale,Strata,96,"17,708",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
FOREST HILLS CONDOMINIUM,"945,000","1,162.51",813,Apr-21,TRANSIT ROAD,Resale,Strata,108,"8,750",-,Condominium,1,99 yrs lease commencing from 2000,26,Outside Central Region,01 to 05
HAZEL PARK CONDOMINIUM,"1,280,000",979.52,"1,307",Apr-21,HAZEL PARK TERRACE,Resale,Strata,91,"14,066",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
TERRASSE,"1,932,800","2,497.25",774,Apr-21,TERRASSE LANE,Resale,Strata,232,"8,331",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
THE TROPICA,"855,000",990.29,863,Apr-21,TAMPINES AVENUE 1,Resale,Strata,92,"9,293",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
MEADOWS @ PEIRCE,"2,110,000","1,776.06","1,188",Apr-21,UPPER THOMSON ROAD,Resale,Strata,165,"12,788",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
HILLVIEW GREEN,"1,385,000","1,302.44","1,063",Apr-21,HUME AVENUE,Resale,Strata,121,"11,446",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,01 to 05
THE GARDENS AT BISHAN,"1,468,000","1,151.75","1,275",Apr-21,SIN MING WALK,Resale,Strata,107,"13,720",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
THE SEAWIND,"1,020,000",678.13,"1,504",Apr-21,LORONG M TELOK KURAU,Resale,Strata,63,"16,190",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
IVORY HEIGHTS,"1,580,000","1,668.42",947,Apr-21,JURONG EAST STREET 13,Resale,Strata,155,"10,194",-,Condominium,1,100 yrs lease commencing from 1986,22,Outside Central Region,06 to 10
GLENDALE PARK,"1,790,000","1,313.21","1,363",Apr-21,HILLVIEW AVENUE,Resale,Strata,122,"14,672",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
THE VIEW @ MEYER,"3,540,000","1,797.59","1,969",Apr-21,MEYER ROAD,Resale,Strata,167,"21,198",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
LIVIA,"1,250,000","1,345.5",929,Apr-21,PASIR RIS GROVE,Resale,Strata,125,"10,000",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
LE QUEST,"770,000",495.14,"1,555",Apr-21,BUKIT BATOK STREET 41,Resale,Strata,46,"16,739",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,11 to 15
THE PANORAMA,"2,000,000","1,334.74","1,498",Apr-21,ANG MO KIO AVENUE 2,Resale,Strata,124,"16,129",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
AMARANDA GARDENS,"1,930,000","1,162.51","1,660",Apr-21,SERANGOON AVENUE 3,Resale,Strata,108,"17,870",-,Condominium,1,Freehold,19,Outside Central Region,11 to 15
ECO,"765,000",592.02,"1,292",Apr-21,BEDOK SOUTH AVENUE 3,Resale,Strata,55,"13,909",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,11 to 15
THE SEAFRONT ON MEYER,"3,200,000","1,603.84","1,995",Apr-21,MEYER ROAD,Resale,Strata,149,"21,477",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
LAKEVILLE,"1,320,000",968.76,"1,363",Apr-21,JURONG LAKE LINK,Resale,Strata,90,"14,667",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
NATURA@HILLVIEW,"610,000",452.09,"1,349",Apr-21,HILLVIEW TERRACE,Resale,Strata,42,"14,524",-,Apartment,1,Freehold,23,Outside Central Region,06 to 10
THE WATERSIDE,"3,581,000","2,142.04","1,672",Apr-21,TANJONG RHU ROAD,Resale,Strata,199,"17,995",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15
HUME PARK II,"1,820,000","1,474.67","1,234",Apr-21,HUME AVENUE,Resale,Strata,137,"13,285",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
EIGHT COURTYARDS,"1,040,000","1,087.16",957,Apr-21,CANBERRA DRIVE,Resale,Strata,101,"10,297",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
MANDARIN GARDENS,"1,275,000","1,001.05","1,274",Apr-21,SIGLAP ROAD,Resale,Strata,93,"13,710",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,11 to 15
THE YARDLEY,"1,638,000","1,270.15","1,290",Apr-21,UPPER SERANGOON ROAD,Resale,Strata,118,"13,881",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
PALM GROVE CONDOMINIUM,"2,050,000","1,926.76","1,064",Apr-21,PALM GROVE AVENUE,Resale,Strata,179,"11,453",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
SANCTUARY GREEN,"1,060,000",775.01,"1,368",Apr-21,TANJONG RHU ROAD,Resale,Strata,72,"14,722",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
GRAND DUCHESS AT ST PATRICK'S,"5,200,000","3,907.33","1,331",Apr-21,ST. PATRICK'S ROAD,Resale,Strata,363,"14,325",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
THE LAKEFRONT RESIDENCES,"695,000",505.91,"1,374",Apr-21,LAKESIDE DRIVE,Resale,Strata,47,"14,787",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,11 to 15
PARC ROSEWOOD,"960,000","1,270.15",756,Apr-21,ROSEWOOD DRIVE,Resale,Strata,118,"8,136",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"828,000","1,184.04",699,Apr-21,WOODGROVE DRIVE,Resale,Strata,110,"7,527",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
THE RAINTREE,"1,850,000","1,819.12","1,017",Apr-21,BUKIT DRIVE,Resale,Strata,169,"10,947",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,01 to 05
KOVAN REGENCY,"880,000",592.02,"1,486",Apr-21,KOVAN RISE,Resale,Strata,55,"16,000",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
HAZEL PARK CONDOMINIUM,"3,458,000","2,734.06","1,265",Apr-21,HAZEL PARK TERRACE,Resale,Strata,254,"13,614",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,16 to 20
REGENT GROVE,"800,000","1,162.51",688,Apr-21,CHOA CHU KANG NORTH 7,Resale,Strata,108,"7,407",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
KOVAN GRANDEUR,"565,000",387.5,"1,458",Apr-21,TAMPINES ROAD,Resale,Strata,36,"15,694",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
PARKVIEW APARTMENTS,"830,000","1,130.22",734,Apr-21,BUKIT BATOK STREET 25,Resale,Strata,105,"7,905",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
THE PALETTE,"1,200,000","1,151.75","1,042",Apr-21,PASIR RIS GROVE,Resale,Strata,107,"11,215",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
AVILA GARDENS,"1,180,000","1,302.44",906,Apr-21,FLORA ROAD,Resale,Strata,121,"9,752",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
RIVERSAILS,"1,020,000",947.23,"1,077",Apr-21,UPPER SERANGOON CRESCENT,Resale,Strata,88,"11,591",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
MI CASA,"1,060,000","1,119.46",947,Apr-21,CHOA CHU KANG AVENUE 3,Resale,Strata,104,"10,192",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,01 to 05
THE HILLSIDE,"1,730,000","1,313.21","1,317",Apr-21,UPPER BUKIT TIMAH ROAD,Resale,Strata,122,"14,180",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
SYMPHONY HEIGHTS,"1,380,000",925.7,"1,491",Apr-21,HUME AVENUE,Resale,Strata,86,"16,047",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
HILLINGTON GREEN,"1,630,000","1,356.26","1,202",Apr-21,HILLVIEW AVENUE,Resale,Strata,126,"12,937",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,01 to 05
MANDARIN GARDENS,"828,000",731.95,"1,131",Apr-21,SIGLAP ROAD,Resale,Strata,68,"12,176",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,06 to 10
REGENT HEIGHTS,"1,930,000","2,594.12",744,Apr-21,BUKIT BATOK EAST AVENUE 5,Resale,Strata,241,"8,008",-,Condominium,1,99 yrs lease commencing from 1995,23,Outside Central Region,26 to 30
HILLINGTON GREEN,"1,250,000",990.29,"1,262",Apr-21,HILLVIEW AVENUE,Resale,Strata,92,"13,587",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,01 to 05
SAVANNAH CONDOPARK,"1,184,195","1,453.14",815,Apr-21,SIMEI RISE,Resale,Strata,135,"8,772",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
WATERTOWN,"790,000",602.78,"1,311",Apr-21,PUNGGOL CENTRAL,Resale,Strata,56,"14,107",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
THE CENTRIS,"1,172,800",979.52,"1,197",Apr-21,JURONG WEST CENTRAL 3,Resale,Strata,91,"12,888",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
SUNGLADE,"1,398,888","1,162.51","1,203",Apr-21,SERANGOON AVENUE 2,Resale,Strata,108,"12,953",-,Condominium,1,99 yrs lease commencing from 2000,19,Outside Central Region,06 to 10
ORCHID PARK CONDO,"990,000","1,248.62",793,Apr-21,YISHUN STREET 81,Resale,Strata,116,"8,534",-,Condominium,1,99 yrs lease commencing from 1991,27,Outside Central Region,06 to 10
ONE AMBER,"2,220,000","1,334.74","1,663",Apr-21,AMBER GARDENS,Resale,Strata,124,"17,903",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
PARKVIEW APARTMENTS,"693,000",936.47,740,Apr-21,BUKIT BATOK STREET 25,Resale,Strata,87,"7,966",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
RIO VISTA,"1,080,000","1,248.62",865,Apr-21,UPPER SERANGOON VIEW,Resale,Strata,116,"9,310",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
GRAND CHATEAU,"1,388,888","1,194.8","1,162",Apr-21,JALAN RAJAWALI,Resale,Strata,111,"12,513",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
MAYSPRINGS,"1,090,000","1,313.21",830,Apr-21,PETIR ROAD,Resale,Strata,122,"8,934",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"1,055,000",839.59,"1,257",Apr-21,SELETAR ROAD,Resale,Strata,78,"13,526",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
THE SEA VIEW,"2,820,000","1,410.08","2,000",Apr-21,AMBER ROAD,Resale,Strata,131,"21,527",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
AMBER RESIDENCES,"1,808,000","1,162.51","1,555",Apr-21,AMBER ROAD,Resale,Strata,108,"16,741",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
CASPIAN,"1,120,000","1,001.05","1,119",Apr-21,LAKESIDE DRIVE,Resale,Strata,93,"12,043",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,06 to 10
THE INFLORA,"808,000",818.06,988,Apr-21,FLORA DRIVE,Resale,Strata,76,"10,632",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
CASPIAN,"1,830,000","1,593.07","1,149",Apr-21,LAKESIDE DRIVE,Resale,Strata,148,"12,365",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,06 to 10
HEDGES PARK CONDOMINIUM,"918,000","1,011.82",907,Apr-21,FLORA DRIVE,Resale,Strata,94,"9,766",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
REGENTVILLE,"890,000","1,151.75",773,Apr-21,HOUGANG STREET 92,Resale,Strata,107,"8,318",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,06 to 10
THE GARDENS AT BISHAN,"1,818,000","1,571.54","1,157",Apr-21,SIN MING WALK,Resale,Strata,146,"12,452",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,01 to 05
SUITES DE LAUREL,"970,000",559.73,"1,733",Apr-21,JALAN ANAK BUKIT,Resale,Strata,52,"18,654",-,Apartment,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
ELLIOT AT THE EAST COAST,"3,088,000","2,314.26","1,334",Apr-21,ELLIOT ROAD,Resale,Strata,215,"14,363",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
COSTA RHU,"1,240,000",990.29,"1,252",Apr-21,RHU CROSS,Resale,Strata,92,"13,478",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05
HIGH PARK RESIDENCES,"620,000",452.09,"1,371",Apr-21,FERNVALE ROAD,Resale,Strata,42,"14,762",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
PALM GALLERIA,"1,050,000",861.12,"1,219",Apr-21,LORONG K TELOK KURAU,Resale,Strata,80,"13,125",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CHANGI RISE CONDOMINIUM,"1,180,000","1,474.67",800,Apr-21,SIMEI RISE,Resale,Strata,137,"8,613",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
ARCHIPELAGO,"1,468,000","1,184.04","1,240",Apr-21,BEDOK RESERVOIR ROAD,Resale,Strata,110,"13,345",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
LAKEVILLE,"1,650,000","1,119.46","1,474",Apr-21,JURONG LAKE LINK,Resale,Strata,104,"15,865",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
PARC PALAIS,"1,560,000","1,227.1","1,271",Apr-21,HUME AVENUE,Resale,Strata,114,"13,684",-,Condominium,1,Freehold,21,Outside Central Region,06 to 10
CENTRO RESIDENCES,"1,508,000","1,001.05","1,506",Apr-21,ANG MO KIO AVENUE 8,Resale,Strata,93,"16,215",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,21 to 25
EUPHONY GARDENS,"1,400,000","1,829.88",765,Apr-21,JALAN MATA AYER,Resale,Strata,170,"8,235",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
CASTLE GREEN,"1,100,000","1,216.33",904,Apr-21,YIO CHU KANG ROAD,Resale,Strata,113,"9,735",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,01 to 05
THE PALETTE,"1,250,000","1,151.75","1,085",Apr-21,PASIR RIS GROVE,Resale,Strata,107,"11,682",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
SAVANNAH CONDOPARK,"1,030,000","1,205.57",854,Apr-21,SIMEI RISE,Resale,Strata,112,"9,196",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
ESTELLA GARDENS,"888,000","1,140.98",778,Apr-21,FLORA ROAD,Resale,Strata,106,"8,377",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
FLAME TREE PARK,"2,700,888","1,829.88","1,476",Apr-21,SIN MING AVENUE,Resale,Strata,170,"15,888",-,Condominium,1,Freehold,20,Rest of Central Region,26 to 30
THE MAKENA,"2,080,000","1,291.68","1,610",Apr-21,MEYER ROAD,Resale,Strata,120,"17,333",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
PEBBLE BAY,"4,365,000","2,626.42","1,662",Apr-21,TANJONG RHU ROAD,Resale,Strata,244,"17,889",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
THE ARISTO @ AMBER,"1,482,500",807.3,"1,836",Apr-21,AMBER ROAD,Resale,Strata,75,"19,767",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
FOREST HILLS CONDOMINIUM,"955,000","1,162.51",821,Apr-21,TRANSIT ROAD,Resale,Strata,108,"8,843",-,Condominium,1,99 yrs lease commencing from 2000,26,Outside Central Region,01 to 05
VILLA MARINA,"1,900,000","2,012.87",944,Apr-21,JALAN SEMPADAN,Resale,Strata,187,"10,160",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
EVERGREEN PARK,"1,250,000","1,345.5",929,Apr-21,HOUGANG AVENUE 7,Resale,Strata,125,"10,000",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,16 to 20
MY MANHATTAN,"2,000,000","1,603.84","1,247",Apr-21,SIMEI STREET 3,Resale,Strata,149,"13,423",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15
