Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RIVERBANK @ FERNVALE,"1,250,000","1,011.82","1,235",Apr-22,FERNVALE CLOSE,Resale,Strata,94,"13,298",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
PINE GROVE,"1,800,000","1,797.59","1,001",Apr-22,PINE GROVE,Resale,Strata,167,"10,778",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,06 to 10
SUITES DE LAUREL,"1,295,000",936.47,"1,383",Apr-22,JALAN ANAK BUKIT,Resale,Strata,87,"14,885",-,Apartment,1,999 yrs lease commencing from 1885,21,Rest of Central Region,01 to 05
TREASURE GARDENS,"1,890,000","2,120.51",891,Apr-22,TEOW HOCK AVENUE,Resale,Strata,197,"9,594",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
NOTTINGHILL SUITES,"843,000",505.91,"1,666",Apr-22,TOH TUCK ROAD,Resale,Strata,47,"17,936",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
PARKVIEW APARTMENTS,"910,000","1,130.22",805,Apr-22,BUKIT BATOK STREET 25,Resale,Strata,105,"8,667",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10
RAFFLESIA CONDOMINIUM,"1,530,000","1,216.33","1,258",Apr-22,BISHAN STREET 21,Resale,Strata,113,"13,540",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,01 to 05
LANDBAY CONDOMINIUM,"2,050,000","1,237.86","1,656",Apr-22,JALAN HAJIJAH,Resale,Strata,115,"17,826",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
CASA CAMBIO,"788,000",495.14,"1,591",Apr-22,LIM TUA TOW ROAD,Resale,Strata,46,"17,130",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
FLORIDIAN,"4,150,000","2,335.79","1,777",Apr-22,BUKIT TIMAH ROAD,Resale,Strata,217,"19,124",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
VINA LODGE,"1,355,000","1,313.21","1,032",Apr-22,SIRAT ROAD,Resale,Strata,122,"11,107",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
BEDOK COURT,"1,980,000","2,271.2",872,Apr-22,BEDOK SOUTH AVENUE 3,Resale,Strata,211,"9,384",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,01 to 05
EAST MEADOWS,"1,470,000","1,356.26","1,084",Apr-22,TANAH MERAH KECHIL ROAD,Resale,Strata,126,"11,667",-,Condominium,1,99 yrs lease commencing from 1998,16,Outside Central Region,11 to 15
THOMSON THREE,"850,000",495.14,"1,717",Apr-22,BRIGHT HILL DRIVE,Resale,Strata,46,"18,478",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
TREE HOUSE,"1,020,000",807.3,"1,263",Apr-22,CHESTNUT AVENUE,Resale,Strata,75,"13,600",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,01 to 05
SUMMERHILL,"1,462,500",947.23,"1,544",Apr-22,HUME AVENUE,Resale,Strata,88,"16,619",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
NORTH PARK RESIDENCES,"710,000",430.56,"1,649",Apr-22,YISHUN CENTRAL 1,Resale,Strata,40,"17,750",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
IMPERIAL HEIGHTS,"900,000",581.26,"1,548",Apr-22,IPOH LANE,Resale,Strata,54,"16,667",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
FLO RESIDENCE,"880,000",785.77,"1,120",Apr-22,PUNGGOL FIELD WALK,Resale,Strata,73,"12,055",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
MELVILLE PARK,"785,000",936.47,838,Apr-22,SIMEI STREET 1,Resale,Strata,87,"9,023",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
CHANGI COURT,"1,200,000","1,162.51","1,032",Apr-22,UPPER CHANGI ROAD EAST,Resale,Strata,108,"11,111",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
CASA MERAH,"1,140,000",947.23,"1,204",Apr-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,88,"12,955",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
ARCHIPELAGO,"1,060,000",839.59,"1,263",Apr-22,BEDOK RESERVOIR ROAD,Resale,Strata,78,"13,590",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
THOMSON THREE,"1,250,000",731.95,"1,708",Apr-22,BRIGHT HILL DRIVE,Resale,Strata,68,"18,382",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
CASTLE GREEN,"1,310,000","1,173.28","1,117",Apr-22,YIO CHU KANG ROAD,Resale,Strata,109,"12,018",-,Condominium,1,99 yrs lease commencing from 1993,26,Outside Central Region,06 to 10
HEDGES PARK CONDOMINIUM,"850,000",796.54,"1,067",Apr-22,FLORA DRIVE,Resale,Strata,74,"11,486",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
URBAN VISTA,"620,000",441.32,"1,405",Apr-22,TANAH MERAH KECHIL LINK,Resale,Strata,41,"15,122",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,06 to 10
THE INFLORA,"860,000",742.72,"1,158",Apr-22,FLORA DRIVE,Resale,Strata,69,"12,464",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
THE MILTONIA RESIDENCES,"688,000",592.02,"1,162",Apr-22,MILTONIA CLOSE,Resale,Strata,55,"12,509",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
RIO VISTA,"1,450,000","1,377.79","1,052",Apr-22,UPPER SERANGOON VIEW,Resale,Strata,128,"11,328",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
ESPIRA SPRING,"1,525,000","1,216.33","1,254",Apr-22,LORONG G TELOK KURAU,Resale,Strata,113,"13,496",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,280,000","1,765.3",725,Apr-22,ROSEWOOD DRIVE,Resale,Strata,164,"7,805",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
38 I SUITES,"752,000",452.09,"1,663",Apr-22,IPOH LANE,Resale,Strata,42,"17,905",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
URBAN RESIDENCES,"668,000",495.14,"1,349",Apr-22,LORONG AH SOO,Resale,Strata,46,"14,522",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE MINTON,"1,160,000",979.52,"1,184",Apr-22,HOUGANG STREET 11,Resale,Strata,91,"12,747",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
THE PANORAMA,"1,780,000",990.29,"1,797",Apr-22,ANG MO KIO AVENUE 2,Resale,Strata,92,"19,348",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
THE PANORAMA,"1,885,000","1,108.69","1,700",Apr-22,ANG MO KIO AVENUE 2,Resale,Strata,103,"18,301",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
KOVAN RESIDENCES,"1,350,000",882.65,"1,529",Apr-22,KOVAN ROAD,Resale,Strata,82,"16,463",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
MAYSPRINGS,"1,170,888","1,323.97",884,Apr-22,PETIR ROAD,Resale,Strata,123,"9,519",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
STUDIOS@TEMBELING,"987,000",656.6,"1,503",Apr-22,TEMBELING ROAD,Resale,Strata,61,"16,180",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SUITES@ KATONG,"626,000",376.74,"1,662",Apr-22,TANJONG KATONG ROAD,Resale,Strata,35,"17,886",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,880,000","1,463.9","1,284",Apr-22,UPPER SERANGOON VIEW,Resale,Strata,136,"13,824",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
3@PHILLIPS,"980,000",893.41,"1,097",Apr-22,PHILLIPS AVENUE,Resale,Strata,83,"11,807",-,Apartment,1,999 yrs lease commencing from 1886,19,Outside Central Region,01 to 05
TERRASSE,"1,075,000",850.36,"1,264",Apr-22,TERRASSE LANE,Resale,Strata,79,"13,608",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
KOVAN MELODY,"1,500,000","1,227.1","1,222",Apr-22,KOVAN ROAD,Resale,Strata,114,"13,158",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,01 to 05
THE VUE,"690,000",495.14,"1,394",Apr-22,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"15,000",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
FLAMINGO VALLEY,"2,320,000","1,388.56","1,671",Apr-22,SIGLAP ROAD,Resale,Strata,129,"17,984",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"980,000",893.41,"1,097",Apr-22,BEDOK RESERVOIR VIEW,Resale,Strata,83,"11,807",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15
THE MAYFAIR,"1,208,000","1,205.57","1,002",Apr-22,JURONG EAST STREET 32,Resale,Strata,112,"10,786",-,Condominium,1,99 yrs lease commencing from 1996,22,Outside Central Region,11 to 15
LA FIESTA,"1,012,800",731.95,"1,384",Apr-22,SENGKANG SQUARE,Resale,Strata,68,"14,894",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
CASA MERAH,"1,980,000","1,550.02","1,277",Apr-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,144,"13,750",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
PARC OLYMPIA,"1,050,000",990.29,"1,060",Apr-22,FLORA DRIVE,Resale,Strata,92,"11,413",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
LAKEVILLE,"1,768,888","1,119.46","1,580",Apr-22,JURONG LAKE LINK,Resale,Strata,104,"17,009",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
KOVAN RESIDENCES,"2,460,000","1,797.59","1,369",Apr-22,KOVAN ROAD,Resale,Strata,167,"14,731",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
SEASONS PARK,"1,350,000","1,248.62","1,081",Apr-22,YIO CHU KANG ROAD,Resale,Strata,116,"11,638",-,Condominium,1,99 yrs lease commencing from 1995,26,Outside Central Region,16 to 20
SIGNATURE PARK,"2,880,000","1,722.24","1,672",Apr-22,TOH TUCK ROAD,Resale,Strata,160,"18,000",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE TAPESTRY,"2,070,000","1,431.61","1,446",Apr-22,TAMPINES STREET 86,Resale,Strata,133,"15,564",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05
THE SCALA,"2,006,666","1,259.39","1,593",Apr-22,SERANGOON AVENUE 3,Resale,Strata,117,"17,151",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,06 to 10
HILLVIEW REGENCY,"1,188,000","1,108.69","1,072",Apr-22,BUKIT BATOK EAST AVENUE 2,Resale,Strata,103,"11,534",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,16 to 20
BISHAN 8,"1,540,000","1,162.51","1,325",Apr-22,BISHAN STREET 21,Resale,Strata,108,"14,259",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,01 to 05
TREE HOUSE,"1,880,000","1,410.08","1,333",Apr-22,CHESTNUT AVENUE,Resale,Strata,131,"14,351",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,01 to 05
Q BAY RESIDENCES,"940,000",796.54,"1,180",Apr-22,TAMPINES STREET 86,Resale,Strata,74,"12,703",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"1,050,000",839.59,"1,251",Apr-22,SELETAR ROAD,Resale,Strata,78,"13,462",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
PINE GROVE,"1,350,000","1,173.28","1,151",Apr-22,PINE GROVE,Resale,Strata,109,"12,385",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,16 to 20
WATERFRONT ISLE,"3,785,000","2,852.46","1,327",Apr-22,BEDOK RESERVOIR ROAD,Resale,Strata,265,"14,283",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,11 to 15
THE PANORAMA,"1,300,000",785.77,"1,654",Apr-22,ANG MO KIO AVENUE 2,Resale,Strata,73,"17,808",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
PARC ELEGANCE,"695,000",495.14,"1,404",Apr-22,TELOK KURAU ROAD,Resale,Strata,46,"15,109",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PINE GROVE,"1,900,000","1,754.53","1,083",Apr-22,PINE GROVE,Resale,Strata,163,"11,656",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,16 to 20
THE HILLIER,"793,000",505.91,"1,567",Apr-22,HILLVIEW RISE,Resale,Strata,47,"16,872",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,21 to 25
THE PALETTE,"1,200,000",968.76,"1,239",Apr-22,PASIR RIS GROVE,Resale,Strata,90,"13,333",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
CLEMENTI PARK,"3,200,000","2,195.86","1,457",Apr-22,SUNSET WAY,Resale,Strata,204,"15,686",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
SKIES MILTONIA,"603,000",484.38,"1,245",Apr-22,MILTONIA CLOSE,Resale,Strata,45,"13,400",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
D'NEST,"898,000",753.48,"1,192",Apr-22,PASIR RIS GROVE,Resale,Strata,70,"12,829",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
REGENTVILLE,"1,005,000","1,151.75",873,Apr-22,HOUGANG STREET 92,Resale,Strata,107,"9,393",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,01 to 05
THE SANTORINI,"870,000",742.72,"1,171",Apr-22,TAMPINES STREET 86,Resale,Strata,69,"12,609",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,01 to 05
THE HILLFORD,"528,000",398.27,"1,326",Apr-22,JALAN JURONG KECHIL,Resale,Strata,37,"14,270",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
Q BAY RESIDENCES,"1,010,000",828.83,"1,219",Apr-22,TAMPINES STREET 86,Resale,Strata,77,"13,117",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
H2O RESIDENCES,"908,000",753.48,"1,205",Apr-22,FERNVALE LINK,Resale,Strata,70,"12,971",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,21 to 25
KINGSFORD WATERBAY,"1,450,000","1,108.69","1,308",Apr-22,UPPER SERANGOON VIEW,Resale,Strata,103,"14,078",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
WATERVIEW,"896,000",925.7,968,Apr-22,TAMPINES AVENUE 1,Resale,Strata,86,"10,419",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
FLAMINGO VALLEY,"2,050,000","1,216.33","1,685",Apr-22,SIGLAP ROAD,Resale,Strata,113,"18,142",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE CRISTALLO,"1,330,000","1,076.4","1,236",Apr-22,LORONG K TELOK KURAU,Resale,Strata,100,"13,300",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
RIO VISTA,"1,215,000","1,237.86",982,Apr-22,UPPER SERANGOON VIEW,Resale,Strata,115,"10,565",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,16 to 20
DUNMAN VIEW,"1,460,000","1,184.04","1,233",Apr-22,HAIG ROAD,Resale,Strata,110,"13,273",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
DUNMAN VIEW,"1,570,000","1,323.97","1,186",Apr-22,HAIG ROAD,Resale,Strata,123,"12,764",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
BRADDELL VIEW,"1,680,000","1,614.6","1,041",Apr-22,BRADDELL HILL,Resale,Strata,150,"11,200",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,11 to 15
THE PALETTE,"1,440,000","1,162.51","1,239",Apr-22,PASIR RIS GROVE,Resale,Strata,108,"13,333",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
CHILTERN PARK,"1,120,000",936.47,"1,196",Apr-22,SERANGOON AVENUE 3,Resale,Strata,87,"12,874",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,06 to 10
PINE GROVE,"1,900,000","1,754.53","1,083",Apr-22,PINE GROVE,Resale,Strata,163,"11,656",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,11 to 15
SYMPHONY SUITES,"940,000",785.77,"1,196",Apr-22,YISHUN CLOSE,Resale,Strata,73,"12,877",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
THE BAYSHORE,"928,000",925.7,"1,002",Apr-22,BAYSHORE ROAD,Resale,Strata,86,"10,791",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,01 to 05
HAZEL PARK CONDOMINIUM,"2,200,000","1,334.74","1,648",Apr-22,HAZEL PARK TERRACE,Resale,Strata,124,"17,742",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,16 to 20
HILLVIEW REGENCY,"1,188,888","1,130.22","1,052",Apr-22,BUKIT BATOK EAST AVENUE 2,Resale,Strata,105,"11,323",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
THE SEA VIEW,"3,263,700","1,517.72","2,150",Apr-22,AMBER ROAD,Resale,Strata,141,"23,147",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE LAKESHORE,"1,000,000",861.12,"1,161",Apr-22,JURONG WEST STREET 41,Resale,Strata,80,"12,500",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
LA FIESTA,"680,000",452.09,"1,504",Apr-22,SENGKANG SQUARE,Resale,Strata,42,"16,190",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
WATERTOWN,"1,820,000","1,194.8","1,523",Apr-22,PUNGGOL CENTRAL,Resale,Strata,111,"16,396",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
CUBIK,"710,000",484.38,"1,466",Apr-22,LORONG K TELOK KURAU,Resale,Strata,45,"15,778",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
JARDIN,"1,700,000",990.29,"1,717",Apr-22,DUNEARN ROAD,Resale,Strata,92,"18,478",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
COMPASS HEIGHTS,"2,130,000","2,464.96",864,Apr-22,SENGKANG SQUARE,Resale,Strata,229,"9,301",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15
HILLTOP GROVE,"1,200,000","1,248.62",961,Apr-22,HILLVIEW AVENUE,Resale,Strata,116,"10,345",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,06 to 10
RIPPLE BAY,"628,000",484.38,"1,297",Apr-22,PASIR RIS LINK,Resale,Strata,45,"13,956",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,680,000",925.7,"1,815",Apr-22,UPPER PAYA LEBAR ROAD,Resale,Strata,86,"19,535",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
LAKEVILLE,"2,100,000","1,302.44","1,612",Apr-22,JURONG LAKE LINK,Resale,Strata,121,"17,355",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
WATERFRONT WAVES,"1,550,000","1,248.62","1,241",Apr-22,BEDOK RESERVOIR ROAD,Resale,Strata,116,"13,362",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,01 to 05
WATERVIEW,"1,370,000","1,119.46","1,224",Apr-22,TAMPINES AVENUE 1,Resale,Strata,104,"13,173",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
THE NAUTICAL,"1,380,000","1,388.56",994,Apr-22,JALAN SENDUDOK,Resale,Strata,129,"10,698",-,Condominium,1,99 yrs lease commencing from 2011,27,Outside Central Region,01 to 05
THE MINTON,"739,000",559.73,"1,320",Apr-22,HOUGANG STREET 11,Resale,Strata,52,"14,212",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
AMBER SKYE,"2,550,000","1,119.46","2,278",Apr-22,AMBER ROAD,Resale,Strata,104,"24,519",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
NV RESIDENCES,"1,320,000","1,227.1","1,076",Apr-22,PASIR RIS GROVE,Resale,Strata,114,"11,579",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
COCO PALMS,"670,000",462.85,"1,448",Apr-22,PASIR RIS GROVE,Resale,Strata,43,"15,581",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
RIPPLE BAY,"648,000",484.38,"1,338",Apr-22,PASIR RIS LINK,Resale,Strata,45,"14,400",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
NORTHVALE,"1,000,000","1,291.68",774,Apr-22,CHOA CHU KANG LOOP,Resale,Strata,120,"8,333",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,01 to 05
SUN PLAZA,"882,000","1,065.64",828,Apr-22,SEMBAWANG DRIVE,Resale,Strata,99,"8,909",-,Apartment,1,99 yrs lease commencing from 1996,27,Outside Central Region,06 to 10
MELVILLE PARK,"720,000","1,001.05",719,Apr-22,SIMEI STREET 1,Resale,Strata,93,"7,742",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
HILLVIEW REGENCY,"855,000",904.18,946,Apr-22,BUKIT BATOK EAST AVENUE 2,Resale,Strata,84,"10,179",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,06 to 10
THE QUARTZ,"1,380,000","1,194.8","1,155",Apr-22,COMPASSVALE BOW,Resale,Strata,111,"12,432",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10
EIGHT COURTYARDS,"1,190,000","1,140.98","1,043",Apr-22,CANBERRA DRIVE,Resale,Strata,106,"11,226",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
KOVAN MELODY,"1,650,000","1,227.1","1,345",Apr-22,KOVAN ROAD,Resale,Strata,114,"14,474",-,Condominium,1,99 yrs lease commencing from 2004,19,Outside Central Region,11 to 15
THE GARDENS AT BISHAN,"900,000",947.23,950,Apr-22,SIN MING WALK,Resale,Strata,88,"10,227",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,01 to 05
MELVILLE PARK,"990,000","1,076.4",920,Apr-22,SIMEI STREET 1,Resale,Strata,100,"9,900",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,06 to 10
FLAMINGO VALLEY,"1,530,000",990.29,"1,545",Apr-22,SIGLAP ROAD,Resale,Strata,92,"16,630",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
ONE AMBER,"2,700,088","1,442.38","1,872",Apr-22,AMBER GARDENS,Resale,Strata,134,"20,150",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
SERENITY PARK,"1,770,000","1,593.07","1,111",Apr-22,TAMARIND ROAD,Resale,Strata,148,"11,959",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
BEDOK RESIDENCES,"1,280,000",796.54,"1,607",Apr-22,BEDOK NORTH DRIVE,Resale,Strata,74,"17,297",-,Apartment,1,99 yrs lease commencing from 2011,16,Outside Central Region,11 to 15
PINE GROVE,"1,955,000","1,754.53","1,114",Apr-22,PINE GROVE,Resale,Strata,163,"11,994",-,Condominium,1,99 yrs lease commencing from 1984,21,Rest of Central Region,01 to 05
KEW GREEN,"2,600,000","3,024.68",860,Apr-22,KEW CRESCENT,Resale,Strata,281,"9,253",-,Condominium,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
THOMSON GRAND,"2,700,000","1,711.48","1,578",Apr-22,SIN MING WALK,Resale,Strata,159,"16,981",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,11 to 15
THE BAYSHORE,"950,000",925.7,"1,026",Apr-22,BAYSHORE ROAD,Resale,Strata,86,"11,047",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,06 to 10
TERRASSE,"655,000",505.91,"1,295",Apr-22,TERRASSE LANE,Resale,Strata,47,"13,936",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,180,000",796.54,"1,481",Apr-22,LORONG HOW SUN,Resale,Strata,74,"15,946",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
LAKE GRANDE,"1,520,000","1,011.82","1,502",Apr-22,JURONG LAKE LINK,Resale,Strata,94,"16,170",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,16 to 20
HILBRE28,"1,220,000",818.06,"1,491",Apr-22,HILLSIDE DRIVE,Resale,Strata,76,"16,053",-,Apartment,1,999 yrs lease commencing from 1876,19,Outside Central Region,01 to 05
COSTA RHU,"3,940,000","2,217.38","1,777",Apr-22,RHU CROSS,Resale,Strata,206,"19,126",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
THE MAKENA,"2,910,000","1,582.31","1,839",Apr-22,MEYER ROAD,Resale,Strata,147,"19,796",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
CHILTERN PARK,"1,170,000",914.94,"1,279",Apr-22,SERANGOON AVENUE 3,Resale,Strata,85,"13,765",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,01 to 05
COSTA RHU,"1,414,000","1,011.82","1,397",Apr-22,RHU CROSS,Resale,Strata,94,"15,043",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
CASA MERAH,"1,430,000","1,227.1","1,165",Apr-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,114,"12,544",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
THE CASCADIA,"2,300,000","1,184.04","1,943",Apr-22,BUKIT TIMAH ROAD,Resale,Strata,110,"20,909",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
SYMPHONY SUITES,"946,000",785.77,"1,204",Apr-22,YISHUN CLOSE,Resale,Strata,73,"12,959",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
ESPA,"1,280,000",904.18,"1,416",Apr-22,CASHEW ROAD,Resale,Strata,84,"15,238",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
CHANGI GREEN,"1,318,000","1,216.33","1,084",Apr-22,UPPER CHANGI ROAD EAST,Resale,Strata,113,"11,664",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
